# Title: March 2025 Global Gridded Average Temperature
# Units: Degrees Celsius
# Base Period: 1991-2020
# Missing: -999.00
Latitude,Longitude,Anomaly,Rank
-27.5,207.5,0.73,166
-27.5,212.5,0.91,171
-27.5,217.5,1.04,174
-27.5,222.5,1.22,175
-27.5,227.5,1.19,175
-27.5,232.5,0.87,172
-27.5,237.5,0.53,167
-27.5,242.5,0.36,162
-27.5,247.5,0.34,161
-27.5,252.5,0.45,168
-27.5,257.5,0.47,165
-27.5,262.5,0.6,166
-27.5,267.5,0.75,163
-27.5,272.5,0.78,167
-27.5,277.5,0.61,160
-27.5,282.5,0.37,148
-27.5,287.5,0.27,148
-27.5,292.5,0.32,155
-27.5,297.5,0.98,160
-27.5,302.5,1.54,167
-27.5,307.5,1.66,174
-27.5,312.5,1.27,175
-27.5,317.5,1.22,176
-27.5,322.5,1.28,175
-27.5,327.5,1.21,175
-27.5,332.5,1.02,175
-27.5,337.5,0.84,174
-27.5,342.5,0.64,173
-27.5,347.5,0.57,171
-27.5,352.5,0.5,165
-27.5,357.5,0.41,162
-22.5,2.5,0.24,158
-22.5,7.5,0.18,154
-22.5,12.5,0.18,140
-22.5,17.5,-0.06,129
-22.5,22.5,-0.52,102
-22.5,27.5,-0.38,106
-22.5,32.5,0.34,153
-22.5,37.5,-0.01,138
-22.5,42.5,0.06,148
-22.5,47.5,0.82,175
-22.5,52.5,0.8,175
-22.5,57.5,0.97,175
-22.5,62.5,1.08,175
-22.5,67.5,1,175
-22.5,72.5,0.95,172
-22.5,77.5,0.89,171
-22.5,82.5,0.83,171
-22.5,87.5,0.83,170
-22.5,92.5,0.87,172
-22.5,97.5,0.85,175
-22.5,102.5,0.79,174
-22.5,107.5,1.08,174
-22.5,112.5,1.42,175
-22.5,117.5,1.87,176
-22.5,122.5,2.36,174
-22.5,127.5,2.1,172
-22.5,132.5,2.65,175
-22.5,137.5,2.3,173
-22.5,142.5,0.84,154
-22.5,147.5,0.84,168
-22.5,152.5,0.43,159
-22.5,157.5,0.16,148
-22.5,162.5,0.12,155
-22.5,167.5,-0.11,124
-22.5,172.5,-0.34,93
-22.5,177.5,-0.3,102
-22.5,182.5,-0.23,116
-22.5,187.5,-0.16,119
-22.5,192.5,-0.04,127
-22.5,197.5,0.06,136
-22.5,202.5,0.24,151
-22.5,207.5,0.63,171
-22.5,212.5,0.85,174
-22.5,217.5,0.91,175
-22.5,222.5,0.9,176
-22.5,227.5,0.65,173
-22.5,232.5,0.44,164
-22.5,237.5,0.35,160
-22.5,242.5,0.46,161
-22.5,247.5,0.62,168
-22.5,252.5,0.73,171
-22.5,257.5,0.83,169
-22.5,262.5,0.88,166
-22.5,267.5,0.79,162
-22.5,272.5,0.61,160
-22.5,277.5,0.37,149
-22.5,282.5,0.27,146
-22.5,287.5,0.29,155
-22.5,292.5,0.38,163
-22.5,297.5,-0.52,118
-22.5,302.5,0.19,152
-22.5,307.5,1.66,174
-22.5,312.5,1.47,176
-22.5,317.5,0.95,175
-22.5,322.5,0.56,169
-22.5,327.5,0.54,169
-22.5,332.5,0.46,165
-22.5,337.5,0.42,162
-22.5,342.5,0.37,160
-22.5,347.5,0.35,159
-22.5,352.5,0.35,159
-22.5,357.5,0.3,162
-17.5,2.5,0.09,150
-17.5,7.5,0.19,152
-17.5,12.5,0.87,173
-17.5,17.5,-0.14,105
-17.5,22.5,-0.19,113
-17.5,27.5,-0.76,103
-17.5,32.5,-0.31,127
-17.5,37.5,0.05,154
-17.5,42.5,0.27,152
-17.5,47.5,0.35,169
-17.5,52.5,0.85,176
-17.5,57.5,0.93,176
-17.5,62.5,0.95,174
-17.5,67.5,0.88,173
-17.5,72.5,0.76,170
-17.5,77.5,0.66,167
-17.5,82.5,0.65,170
-17.5,87.5,0.65,171
-17.5,92.5,0.57,170
-17.5,97.5,0.52,165
-17.5,102.5,0.6,166
-17.5,107.5,0.88,174
-17.5,112.5,1.16,176
-17.5,117.5,1.42,176
-17.5,122.5,1.24,175
-17.5,127.5,1.53,172
-17.5,132.5,1.82,167
-17.5,137.5,0.94,168
-17.5,142.5,0.67,163
-17.5,147.5,0.64,168
-17.5,152.5,0.51,167
-17.5,157.5,0.4,168
-17.5,162.5,0.31,167
-17.5,167.5,0.13,157
-17.5,172.5,0,142
-17.5,177.5,0,147
-17.5,182.5,0.01,142
-17.5,187.5,-0.03,139
-17.5,192.5,0.06,144
-17.5,197.5,0.2,151
-17.5,202.5,0.42,172
-17.5,207.5,0.64,174
-17.5,212.5,0.73,175
-17.5,217.5,0.66,174
-17.5,222.5,0.57,171
-17.5,227.5,0.47,169
-17.5,232.5,0.42,165
-17.5,237.5,0.47,163
-17.5,242.5,0.57,168
-17.5,247.5,0.69,171
-17.5,252.5,0.73,171
-17.5,257.5,0.72,169
-17.5,262.5,0.69,168
-17.5,267.5,0.53,161
-17.5,272.5,0.37,152
-17.5,277.5,0.36,154
-17.5,282.5,0.43,162
-17.5,287.5,0.39,160
-17.5,292.5,-0.94,97
-17.5,297.5,0.2,161
-17.5,302.5,-0.08,148
-17.5,307.5,1.05,176
-17.5,312.5,1.36,176
-17.5,317.5,1.43,176
-17.5,322.5,0.27,164
-17.5,327.5,0.14,156
-17.5,332.5,0.13,144
-17.5,337.5,0.17,142
-17.5,342.5,0.19,144
-17.5,347.5,0.17,150
-17.5,352.5,0.14,154
-17.5,357.5,0.05,150
-12.5,2.5,0.18,155
-12.5,7.5,0.29,159
-12.5,12.5,0.68,164
-12.5,17.5,-0.01,122
-12.5,22.5,-0.22,102
-12.5,27.5,0.28,157
-12.5,32.5,0.74,172
-12.5,37.5,0.67,169
-12.5,42.5,0.42,166
-12.5,47.5,0.56,169
-12.5,52.5,0.64,167
-12.5,57.5,0.8,173
-12.5,62.5,0.8,174
-12.5,67.5,0.69,172
-12.5,72.5,0.55,170
-12.5,77.5,0.4,166
-12.5,82.5,0.22,156
-12.5,87.5,0.13,150
-12.5,92.5,0.09,150
-12.5,97.5,0.17,159
-12.5,102.5,0.26,162
-12.5,107.5,0.59,171
-12.5,112.5,0.8,174
-12.5,117.5,1.01,172
-12.5,122.5,1.04,173
-12.5,127.5,1.05,171
-12.5,132.5,0.93,174
-12.5,137.5,1.13,171
-12.5,142.5,1.07,171
-12.5,147.5,0.99,173
-12.5,152.5,0.85,174
-12.5,157.5,0.69,175
-12.5,162.5,0.57,176
-12.5,167.5,0.44,173
-12.5,172.5,0.27,171
-12.5,177.5,0.19,166
-12.5,182.5,0.16,166
-12.5,187.5,0.14,160
-12.5,192.5,0.18,163
-12.5,197.5,0.3,165
-12.5,202.5,0.45,165
-12.5,207.5,0.53,169
-12.5,212.5,0.54,168
-12.5,217.5,0.42,160
-12.5,222.5,0.31,162
-12.5,227.5,0.3,156
-12.5,232.5,0.25,156
-12.5,237.5,0.26,158
-12.5,242.5,0.33,159
-12.5,247.5,0.39,165
-12.5,252.5,0.41,162
-12.5,257.5,0.37,156
-12.5,262.5,0.36,157
-12.5,267.5,0.36,163
-12.5,272.5,0.47,164
-12.5,277.5,0.78,164
-12.5,282.5,0.64,165
-12.5,287.5,-0.06,153
-12.5,292.5,-0.26,143
-12.5,297.5,-0.17,143
-12.5,302.5,0.12,158
-12.5,307.5,0.88,172
-12.5,312.5,1.59,175
-12.5,317.5,0.88,171
-12.5,322.5,0.22,163
-12.5,327.5,0.07,147
-12.5,332.5,0.09,147
-12.5,337.5,0.13,148
-12.5,342.5,0.12,146
-12.5,347.5,0.11,145
-12.5,352.5,0.05,150
-12.5,357.5,0.05,147
-7.5,2.5,0.39,161
-7.5,7.5,0.37,164
-7.5,12.5,0.5,169
-7.5,17.5,0.39,167
-7.5,22.5,0.65,169
-7.5,27.5,0.04,153
-7.5,32.5,0.57,171
-7.5,37.5,0.5,167
-7.5,42.5,0.32,165
-7.5,47.5,0.3,162
-7.5,52.5,0.26,162
-7.5,57.5,0.38,166
-7.5,62.5,0.44,169
-7.5,67.5,0.34,169
-7.5,72.5,0.27,168
-7.5,77.5,0.1,153
-7.5,82.5,-0.14,128
-7.5,87.5,-0.24,122
-7.5,92.5,-0.17,131
-7.5,97.5,-0.1,138
-7.5,102.5,0.03,152
-7.5,107.5,0.4,169
-7.5,112.5,0.46,167
-7.5,117.5,0.54,171
-7.5,122.5,0.67,174
-7.5,127.5,0.84,173
-7.5,132.5,1.08,172
-7.5,137.5,1.03,172
-7.5,142.5,0.73,175
-7.5,147.5,0.9,176
-7.5,152.5,0.97,176
-7.5,157.5,0.69,175
-7.5,162.5,0.53,174
-7.5,167.5,0.34,170
-7.5,172.5,0.22,162
-7.5,177.5,0.13,161
-7.5,182.5,-0.03,144
-7.5,187.5,-0.01,144
-7.5,192.5,-0.02,137
-7.5,197.5,0.02,138
-7.5,202.5,0.12,145
-7.5,207.5,0.19,140
-7.5,212.5,0.21,141
-7.5,217.5,0.21,141
-7.5,222.5,0.21,148
-7.5,227.5,0.18,143
-7.5,232.5,0.13,146
-7.5,237.5,0.15,149
-7.5,242.5,0.25,155
-7.5,247.5,0.32,161
-7.5,252.5,0.35,161
-7.5,257.5,0.33,159
-7.5,262.5,0.39,163
-7.5,267.5,0.51,167
-7.5,272.5,0.79,169
-7.5,277.5,1.02,162
-7.5,282.5,0.44,162
-7.5,287.5,-0.18,145
-7.5,292.5,0.35,166
-7.5,297.5,0.31,164
-7.5,302.5,0.31,162
-7.5,307.5,1.31,175
-7.5,312.5,1.2,175
-7.5,317.5,0.82,169
-7.5,322.5,0.16,160
-7.5,327.5,0.15,163
-7.5,332.5,0.22,159
-7.5,337.5,0.26,158
-7.5,342.5,0.29,161
-7.5,347.5,0.37,167
-7.5,352.5,0.29,162
-7.5,357.5,0.33,162
-2.5,2.5,0.31,166
-2.5,7.5,0.25,166
-2.5,12.5,0.38,170
-2.5,17.5,0.8,174
-2.5,22.5,0.69,174
-2.5,27.5,0.28,162
-2.5,32.5,0.35,160
-2.5,37.5,0.33,165
-2.5,42.5,0.14,155
-2.5,47.5,-0.12,126
-2.5,52.5,-0.07,139
-2.5,57.5,0.19,161
-2.5,62.5,0.26,165
-2.5,67.5,0.29,166
-2.5,72.5,0.2,164
-2.5,77.5,0.08,155
-2.5,82.5,-0.03,149
-2.5,87.5,-0.07,144
-2.5,92.5,-0.05,143
-2.5,97.5,-0.09,133
-2.5,102.5,-0.02,156
-2.5,107.5,0.03,154
-2.5,112.5,0.2,164
-2.5,117.5,0.31,170
-2.5,122.5,0.48,175
-2.5,127.5,0.77,174
-2.5,132.5,0.99,175
-2.5,137.5,0.77,176
-2.5,142.5,0.8,176
-2.5,147.5,0.91,176
-2.5,152.5,0.66,175
-2.5,157.5,0.25,163
-2.5,162.5,-0.03,136
-2.5,167.5,-0.25,114
-2.5,172.5,-0.47,77
-2.5,177.5,-0.49,85
-2.5,182.5,-0.55,82
-2.5,187.5,-0.45,99
-2.5,192.5,-0.32,107
-2.5,197.5,-0.23,109
-2.5,202.5,-0.12,114
-2.5,207.5,0.01,126
-2.5,212.5,0.1,130
-2.5,217.5,0.23,134
-2.5,222.5,0.27,139
-2.5,227.5,0.26,145
-2.5,232.5,0.27,143
-2.5,237.5,0.35,147
-2.5,242.5,0.47,157
-2.5,247.5,0.55,159
-2.5,252.5,0.66,163
-2.5,257.5,0.76,165
-2.5,262.5,0.95,170
-2.5,267.5,1.16,169
-2.5,272.5,1.27,169
-2.5,277.5,1.25,165
-2.5,282.5,0.18,163
-2.5,287.5,0.34,163
-2.5,292.5,0.5,169
-2.5,297.5,0.16,157
-2.5,302.5,0.29,161
-2.5,307.5,0.84,173
-2.5,312.5,0.74,173
-2.5,317.5,0.34,168
-2.5,322.5,0.32,166
-2.5,327.5,0.3,165
-2.5,332.5,0.34,169
-2.5,337.5,0.39,170
-2.5,342.5,0.41,171
-2.5,347.5,0.43,168
-2.5,352.5,0.42,169
-2.5,357.5,0.38,168
2.5,2.5,0.4,165
2.5,7.5,0.35,167
2.5,12.5,0.61,172
2.5,17.5,0.78,173
2.5,22.5,0.43,165
2.5,27.5,0.72,171
2.5,32.5,0.23,154
2.5,37.5,0.27,157
2.5,42.5,1.28,174
2.5,47.5,0.01,149
2.5,52.5,-0.04,139
2.5,57.5,0.18,161
2.5,62.5,0.33,168
2.5,67.5,0.37,168
2.5,72.5,0.32,166
2.5,77.5,0.26,166
2.5,82.5,0.21,164
2.5,87.5,0.2,164
2.5,92.5,0.22,166
2.5,97.5,0.17,165
2.5,102.5,0.04,156
2.5,107.5,-0.09,132
2.5,112.5,0.23,168
2.5,117.5,0.27,166
2.5,122.5,0.45,175
2.5,127.5,0.75,176
2.5,132.5,0.93,176
2.5,137.5,0.99,176
2.5,142.5,0.9,176
2.5,147.5,0.65,176
2.5,152.5,0.4,172
2.5,157.5,0.13,158
2.5,162.5,-0.13,123
2.5,167.5,-0.47,81
2.5,172.5,-0.63,63
2.5,177.5,-0.71,61
2.5,182.5,-0.72,63
2.5,187.5,-0.65,76
2.5,192.5,-0.56,78
2.5,197.5,-0.46,86
2.5,202.5,-0.35,95
2.5,207.5,-0.24,99
2.5,212.5,-0.12,109
2.5,217.5,0.01,118
2.5,222.5,0.07,123
2.5,227.5,0.13,133
2.5,232.5,0.22,141
2.5,237.5,0.35,152
2.5,242.5,0.45,156
2.5,247.5,0.56,163
2.5,252.5,0.66,164
2.5,257.5,0.76,169
2.5,262.5,0.92,171
2.5,267.5,0.98,170
2.5,272.5,0.94,167
2.5,277.5,0.81,159
2.5,282.5,0.39,162
2.5,287.5,0.22,160
2.5,292.5,0.02,150
2.5,297.5,-0.33,124
2.5,302.5,0.18,158
2.5,307.5,0.49,170
2.5,312.5,0.33,158
2.5,317.5,0.32,161
2.5,322.5,0.3,163
2.5,327.5,0.27,164
2.5,332.5,0.31,164
2.5,337.5,0.42,169
2.5,342.5,0.5,171
2.5,347.5,0.55,172
2.5,352.5,0.6,174
2.5,357.5,0.5,170
7.5,2.5,0.76,174
7.5,7.5,0.54,170
7.5,12.5,0.01,154
7.5,17.5,0.77,172
7.5,22.5,-0.16,147
7.5,27.5,0.68,164
7.5,32.5,0.94,171
7.5,37.5,0.46,167
7.5,42.5,1.55,173
7.5,47.5,0.67,170
7.5,52.5,0.07,149
7.5,57.5,0.19,159
7.5,62.5,0.29,165
7.5,67.5,0.33,166
7.5,72.5,0.33,168
7.5,77.5,0.32,167
7.5,82.5,0.21,166
7.5,87.5,0.23,165
7.5,92.5,0.21,163
7.5,97.5,0.19,162
7.5,102.5,-0.05,132
7.5,107.5,-0.26,92
7.5,112.5,-0.01,120
7.5,117.5,0.35,157
7.5,122.5,0.48,171
7.5,127.5,0.7,176
7.5,132.5,0.85,175
7.5,137.5,0.89,176
7.5,142.5,0.79,175
7.5,147.5,0.63,176
7.5,152.5,0.57,176
7.5,157.5,0.49,176
7.5,162.5,0.33,170
7.5,167.5,0.13,162
7.5,172.5,0.02,156
7.5,177.5,-0.15,133
7.5,182.5,-0.32,108
7.5,187.5,-0.43,94
7.5,192.5,-0.48,85
7.5,197.5,-0.48,85
7.5,202.5,-0.45,88
7.5,207.5,-0.4,98
7.5,212.5,-0.35,99
7.5,217.5,-0.32,103
7.5,222.5,-0.28,102
7.5,227.5,-0.23,109
7.5,232.5,-0.14,114
7.5,237.5,0.01,130
7.5,242.5,0.14,148
7.5,247.5,0.27,161
7.5,252.5,0.39,166
7.5,257.5,0.49,167
7.5,262.5,0.57,166
7.5,267.5,0.69,167
7.5,272.5,0.64,164
7.5,277.5,0.66,169
7.5,282.5,0.67,171
7.5,287.5,0.16,154
7.5,292.5,0.42,164
7.5,297.5,0.09,159
7.5,302.5,0.52,172
7.5,307.5,0.35,166
7.5,312.5,0.24,156
7.5,317.5,0.19,149
7.5,322.5,0.16,148
7.5,327.5,0.04,136
7.5,332.5,-0.09,124
7.5,337.5,-0.15,120
7.5,342.5,0.01,135
7.5,347.5,0.25,159
7.5,352.5,0.91,173
7.5,357.5,1.03,174
12.5,2.5,1.73,173
12.5,7.5,1.55,170
12.5,12.5,0.89,162
12.5,17.5,0.85,167
12.5,22.5,-0.16,132
12.5,27.5,-0.51,106
12.5,32.5,1.29,171
12.5,37.5,0.1,147
12.5,42.5,0.12,161
12.5,47.5,0.15,158
12.5,52.5,-0.01,138
12.5,57.5,0.26,161
12.5,62.5,0.41,166
12.5,67.5,0.47,167
12.5,72.5,0.49,169
12.5,77.5,0.69,174
12.5,82.5,0.29,165
12.5,87.5,0.26,164
12.5,92.5,0.37,169
12.5,97.5,0.26,164
12.5,102.5,0.11,152
12.5,107.5,0.11,153
12.5,112.5,-0.08,113
12.5,117.5,0.31,152
12.5,122.5,0.47,167
12.5,127.5,0.63,174
12.5,132.5,0.75,174
12.5,137.5,0.89,176
12.5,142.5,0.82,176
12.5,147.5,0.69,176
12.5,152.5,0.68,176
12.5,157.5,0.66,176
12.5,162.5,0.6,176
12.5,167.5,0.54,176
12.5,172.5,0.48,176
12.5,177.5,0.36,174
12.5,182.5,0.23,168
12.5,187.5,0.11,154
12.5,192.5,0,140
12.5,197.5,-0.07,133
12.5,202.5,-0.05,131
12.5,207.5,-0.08,132
12.5,212.5,-0.19,126
12.5,217.5,-0.32,111
12.5,222.5,-0.43,102
12.5,227.5,-0.51,82
12.5,232.5,-0.51,79
12.5,237.5,-0.34,102
12.5,242.5,-0.13,125
12.5,247.5,0.03,145
12.5,252.5,0.26,164
12.5,257.5,0.46,170
12.5,262.5,0.51,168
12.5,267.5,0.67,171
12.5,272.5,0.71,170
12.5,277.5,0.85,175
12.5,282.5,0.93,174
12.5,287.5,1,174
12.5,292.5,0.88,174
12.5,297.5,0.79,174
12.5,302.5,0.61,173
12.5,307.5,0.51,169
12.5,312.5,0.35,158
12.5,317.5,0.25,150
12.5,322.5,0.15,139
12.5,327.5,-0.09,112
12.5,332.5,-0.37,88
12.5,337.5,-0.71,65
12.5,342.5,-0.72,77
12.5,347.5,0.94,172
12.5,352.5,1.78,175
12.5,357.5,1.95,175
17.5,2.5,3.06,176
17.5,7.5,3.24,175
17.5,12.5,2.38,172
17.5,17.5,1.64,169
17.5,22.5,0.73,142
17.5,27.5,0.07,120
17.5,32.5,0.65,154
17.5,37.5,0.5,163
17.5,42.5,0.2,159
17.5,47.5,0.59,159
17.5,52.5,0.83,170
17.5,57.5,0.44,167
17.5,62.5,0.62,166
17.5,67.5,0.78,166
17.5,72.5,0.94,174
17.5,77.5,0.47,159
17.5,82.5,0.46,170
17.5,87.5,0.33,166
17.5,92.5,0.5,167
17.5,97.5,0.87,170
17.5,102.5,0.03,132
17.5,107.5,-0.55,98
17.5,112.5,-0.38,101
17.5,117.5,0.02,140
17.5,122.5,0.28,154
17.5,127.5,0.23,145
17.5,132.5,0.4,158
17.5,137.5,0.56,168
17.5,142.5,0.6,169
17.5,147.5,0.63,171
17.5,152.5,0.74,174
17.5,157.5,0.86,175
17.5,162.5,0.97,176
17.5,167.5,1.04,176
17.5,172.5,1.09,176
17.5,177.5,1.03,176
17.5,182.5,0.93,176
17.5,187.5,0.78,176
17.5,192.5,0.6,175
17.5,197.5,0.62,174
17.5,202.5,0.63,171
17.5,207.5,0.62,168
17.5,212.5,0.51,167
17.5,217.5,0.25,151
17.5,222.5,0.03,136
17.5,227.5,-0.18,113
17.5,232.5,-0.42,95
17.5,237.5,-0.62,73
17.5,242.5,-0.63,70
17.5,247.5,-0.57,67
17.5,252.5,-0.41,78
17.5,257.5,0.44,168
17.5,262.5,0.54,169
17.5,267.5,0.82,170
17.5,272.5,0.75,172
17.5,277.5,0.72,175
17.5,282.5,0.81,175
17.5,287.5,0.81,175
17.5,292.5,0.92,175
17.5,297.5,0.87,174
17.5,302.5,0.79,174
17.5,307.5,0.65,171
17.5,312.5,0.49,164
17.5,317.5,0.42,158
17.5,322.5,0.37,156
17.5,327.5,0.19,138
17.5,332.5,-0.05,125
17.5,337.5,-0.35,101
17.5,342.5,-0.71,86
17.5,347.5,1.12,163
17.5,352.5,2.21,174
17.5,357.5,2.27,176
22.5,2.5,3.8,176
22.5,7.5,4.1,176
22.5,12.5,3.91,174
22.5,17.5,3.04,174
22.5,22.5,2.68,169
22.5,27.5,1.5,160
22.5,32.5,0.98,152
22.5,37.5,0.55,159
22.5,42.5,0.2,144
22.5,47.5,0.21,146
22.5,52.5,1.33,171
22.5,57.5,0.76,167
22.5,62.5,0.79,167
22.5,67.5,0.95,167
22.5,72.5,0.87,166
22.5,77.5,0.91,159
22.5,82.5,0.87,159
22.5,87.5,0.23,151
22.5,92.5,0.99,171
22.5,97.5,1.13,174
22.5,102.5,0.6,159
22.5,107.5,0.32,137
22.5,112.5,0.19,143
22.5,117.5,-0.03,143
22.5,122.5,0.08,142
22.5,127.5,0.02,119
22.5,132.5,-0.01,108
22.5,137.5,0.13,140
22.5,142.5,0.18,148
22.5,147.5,0.28,154
22.5,152.5,0.54,165
22.5,157.5,0.54,163
22.5,162.5,0.72,166
22.5,167.5,0.92,171
22.5,172.5,1.14,173
22.5,177.5,1.31,174
22.5,182.5,1.37,175
22.5,187.5,1.28,176
22.5,192.5,1.08,176
22.5,197.5,1.02,176
22.5,202.5,1.06,176
22.5,207.5,1.11,176
22.5,212.5,1.07,176
22.5,217.5,0.9,172
22.5,222.5,0.69,169
22.5,227.5,0.51,161
22.5,232.5,0.21,142
22.5,237.5,-0.23,114
22.5,242.5,-0.73,71
22.5,247.5,-1.03,46
22.5,252.5,-0.76,55
22.5,257.5,1.31,171
22.5,262.5,1.13,172
22.5,267.5,0.73,161
22.5,272.5,0.65,163
22.5,277.5,0.47,155
22.5,282.5,0.53,160
22.5,287.5,0.54,168
22.5,292.5,0.64,170
22.5,297.5,0.78,174
22.5,302.5,0.79,175
22.5,307.5,0.71,173
22.5,312.5,0.64,173
22.5,317.5,0.63,172
22.5,322.5,0.65,171
22.5,327.5,0.59,169
22.5,332.5,0.47,163
22.5,337.5,0.33,154
22.5,342.5,0.01,136
22.5,347.5,-0.83,113
22.5,352.5,-0.13,131
22.5,357.5,1.62,166
27.5,2.5,1.97,167
27.5,7.5,3.59,174
27.5,12.5,4.15,176
27.5,17.5,3.51,175
27.5,22.5,2.75,173
27.5,27.5,1.51,165
27.5,32.5,1.16,164
27.5,37.5,0.61,148
27.5,42.5,0.09,141
27.5,47.5,0.15,144
27.5,52.5,0.37,157
27.5,57.5,1.35,171
27.5,62.5,0.84,153
27.5,67.5,1.12,157
27.5,72.5,0.95,151
27.5,77.5,0.79,147
27.5,82.5,0.8,154
27.5,87.5,1.03,169
27.5,92.5,0.75,166
27.5,97.5,0.86,169
27.5,102.5,-0.54,95
27.5,107.5,-0.01,121
27.5,112.5,1.32,159
27.5,117.5,1.17,160
27.5,122.5,-0.04,148
27.5,127.5,-0.12,122
27.5,132.5,-0.12,107
27.5,137.5,-0.14,103
27.5,142.5,-0.07,122
27.5,147.5,-0.06,110
27.5,152.5,-0.04,107
27.5,157.5,-0.01,115
27.5,162.5,0.09,123
27.5,167.5,0.23,147
27.5,172.5,0.43,158
27.5,177.5,0.82,166
27.5,182.5,1.16,173
27.5,187.5,1.35,174
27.5,192.5,1.33,175
27.5,197.5,1.25,174
27.5,202.5,1.27,175
27.5,207.5,1.3,175
27.5,212.5,1.28,176
27.5,217.5,1.18,176
27.5,222.5,1.07,175
27.5,227.5,0.93,174
27.5,232.5,0.72,168
27.5,237.5,0.24,139
27.5,242.5,-0.5,87
27.5,247.5,-0.55,94
27.5,252.5,1.06,170
27.5,257.5,1.96,170
27.5,262.5,1.65,171
27.5,267.5,0.89,155
27.5,272.5,0.64,132
27.5,277.5,0.3,103
27.5,282.5,0.31,125
27.5,287.5,0.16,121
27.5,292.5,0.2,137
27.5,297.5,0.34,165
27.5,302.5,0.48,167
27.5,307.5,0.63,169
27.5,312.5,0.71,174
27.5,317.5,0.74,175
27.5,322.5,0.82,175
27.5,327.5,0.85,174
27.5,332.5,0.82,173
27.5,337.5,0.75,173
27.5,342.5,0.6,169
27.5,347.5,0.17,148
27.5,352.5,-1.11,89
27.5,357.5,0.56,150
32.5,2.5,1.12,162
32.5,7.5,2.76,174
32.5,12.5,2.15,176
32.5,17.5,1.11,176
32.5,22.5,1.72,176
32.5,27.5,1.06,175
32.5,32.5,1.02,173
32.5,37.5,1.65,172
32.5,42.5,0.62,153
32.5,47.5,0.65,154
32.5,52.5,0.66,154
32.5,57.5,1.04,155
32.5,62.5,0.97,147
32.5,67.5,0.79,141
32.5,72.5,0.7,143
32.5,77.5,0.76,153
32.5,82.5,1.17,157
32.5,87.5,1.03,161
32.5,92.5,0.42,139
32.5,97.5,-0.08,115
32.5,102.5,-0.64,92
32.5,107.5,0.67,152
32.5,112.5,1.47,163
32.5,117.5,1.95,170
32.5,122.5,-0.01,137
32.5,127.5,-0.09,137
32.5,132.5,-0.1,133
32.5,137.5,0.01,143
32.5,142.5,-0.03,126
32.5,147.5,0.05,122
32.5,152.5,0.13,128
32.5,157.5,0.16,132
32.5,162.5,0.07,128
32.5,167.5,-0.06,118
32.5,172.5,0,126
32.5,177.5,0.2,142
32.5,182.5,0.55,155
32.5,187.5,0.94,167
32.5,192.5,1.1,163
32.5,197.5,1.07,157
32.5,202.5,1.03,153
32.5,207.5,1.1,160
32.5,212.5,1.17,168
32.5,217.5,1.14,169
32.5,222.5,1.05,169
32.5,227.5,0.89,167
32.5,232.5,0.67,163
32.5,237.5,0.01,127
32.5,242.5,-0.55,104
32.5,247.5,-0,139
32.5,252.5,0.05,131
32.5,257.5,2.18,171
32.5,262.5,2.74,169
32.5,267.5,2.04,159
32.5,272.5,1.17,139
32.5,277.5,0.91,131
32.5,282.5,0.28,89
32.5,287.5,0.01,91
32.5,292.5,-0.1,105
32.5,297.5,0.07,143
32.5,302.5,0.21,148
32.5,307.5,0.56,163
32.5,312.5,0.73,173
32.5,317.5,0.69,174
32.5,322.5,0.69,174
32.5,327.5,0.75,174
32.5,332.5,0.81,173
32.5,337.5,0.72,173
32.5,342.5,0.64,174
32.5,347.5,0.74,171
32.5,352.5,0.16,147
32.5,357.5,0.17,139
37.5,2.5,1.12,174
37.5,7.5,1.48,175
37.5,12.5,1.01,174
37.5,17.5,0.99,173
37.5,22.5,1.05,174
37.5,27.5,1.58,174
37.5,32.5,2.22,174
37.5,37.5,2,167
37.5,42.5,2.31,168
37.5,47.5,1.14,161
37.5,52.5,1.11,171
37.5,57.5,2.05,166
37.5,62.5,1.28,158
37.5,67.5,0.7,147
37.5,72.5,0.07,141
37.5,77.5,-0.34,134
37.5,82.5,-0.29,123
37.5,87.5,0.37,144
37.5,92.5,-1.14,85
37.5,97.5,-0.87,89
37.5,102.5,-0.92,92
37.5,107.5,0.3,154
37.5,112.5,1.37,165
37.5,117.5,2.03,171
37.5,122.5,0.53,159
37.5,127.5,0.74,168
37.5,132.5,0.23,145
37.5,137.5,0.63,168
37.5,142.5,0.6,154
37.5,147.5,0.52,142
37.5,152.5,0.51,147
37.5,157.5,0.75,162
37.5,162.5,0.88,161
37.5,167.5,0.72,159
37.5,172.5,0.64,156
37.5,177.5,0.43,148
37.5,182.5,0.68,159
37.5,187.5,0.98,166
37.5,192.5,1.12,164
37.5,197.5,0.97,155
37.5,202.5,0.72,141
37.5,207.5,0.61,131
37.5,212.5,0.68,133
37.5,217.5,0.73,140
37.5,222.5,0.66,152
37.5,227.5,0.58,155
37.5,232.5,0.35,140
37.5,237.5,-0.35,108
37.5,242.5,-0.59,108
37.5,247.5,0.28,144
37.5,252.5,0.49,151
37.5,257.5,2.51,171
37.5,262.5,3.14,171
37.5,267.5,3.39,168
37.5,272.5,2.75,164
37.5,277.5,2.15,160
37.5,282.5,1.61,158
37.5,287.5,0.14,120
37.5,292.5,-0.13,114
37.5,297.5,-0.14,121
37.5,302.5,0.04,140
37.5,307.5,0.35,159
